-1.63113e-13 , 0
-4.49421e-14 , 1.03026e-14
-4.06451e-14 , 9.04371e-15
8.3699e-16 , -3.29921e-15
-5.79259e-14 , 3.29729e-14
-4.80918e-14 , 1.09669e-14
-3.28551e-14 , -1.45378e-14
-4.06574e-14 , 6.90396e-14
2.7062e-14 , -8.73757e-15
-2.59684e-15 , -1.08083e-13
-7.39359e-14 , -1.32954e-15
-3.59557e-14 , -2.53075e-14
-4.37731e-14 , -1.0414e-13
-3.39913e-14 , 2.77352e-15
1.75758e-14 , -5.05853e-14
-1.15853e-13 , -1.34961e-13
-1.1859e-14 , 3.52457e-14
-1.77638e-13 , 7.53294e-14
2.52871e-14 , -4.50021e-14
-2.97858e-15 , 9.65932e-15
-8.51284e-14 , 3.50872e-14
7.23006e-15 , -6.78039e-14
2.01484e-15 , 5.59616e-14
-6.84434e-14 , 1.65885e-13
9.06124e-14 , -1.14389e-13
9.60259e-14 , -2.14941e-13
-1.36826e-13 , -4.73562e-14
-2.48234e-14 , -1.99112e-13
1.80112e-13 , -1.25504e-13
-1.45134e-13 , 2.01298e-13
-4.06887e-13 , -3.54299e-13
2.74884e-13 , -8.51954e-13
-1.14661e-12 , 2.07765e-14
3.01452e-13 , 7.51284e-13
-5.16062e-13 , 2.72736e-13
-1.01722e-13 , -2.45401e-13
1.84154e-13 , -8.969e-14
-1.00263e-13 , 1.51901e-13
4.438e-14 , -1.11543e-13
-1.62542e-13 , -3.54401e-13
-7.36502e-13 , 9.26735e-14
-3.10541e-13 , 4.02682e-13
1.96438e-13 , 1.04775e-13
-9.41955e-14 , 6.80874e-14
-2.85809e-14 , 2.31323e-13
7.13926e-14 , 6.38465e-14
-3.13099e-13 , 1.31137e-13
2.61354e-13 , 3.40207e-13
4.81603e-14 , -8.08299e-14
4.46406e-13 , -3.87353e-13
-3.50643e-13 , -3.96745e-14
8.53693e-14 , -6.65004e-14
5.07359e-15 , -2.65751e-13
-2.80256e-13 , 1.95105e-14
2.11652e-13 , -3.84163e-13
-3.29967e-13 , -9.31665e-13
-1.25094e-12 , 8.64159e-14
-4.27391e-13 , 9.24735e-13
2.438e-13 , 3.63859e-13
-2.72902e-13 , 1.29714e-13
-2.09848e-13 , 1.81144e-13
6.12649e-14 , -1.23327e-13
-5.48578e-14 , -3.89029e-14
1.46941e-13 , 5.44813e-14
-7.55875e-13 , -6.7724e-16
7.45579e-14 , 2.979e-13
4.2659e-14 , 2.92285e-13
-8.87159e-14 , 1.34704e-13
-1.47222e-13 , 2.56859e-13
-1.0097e-13 , 7.38529e-14
-1.32136e-13 , -1.92223e-14
4.7909e-14 , 2.08121e-13
1.3221e-13 , 5.81345e-14
-3.10924e-14 , -5.89947e-14
-2.18187e-14 , 1.15538e-13
-5.93636e-14 , 7.00898e-14
-1.25939e-13 , 4.55714e-15
3.13004e-15 , 7.48502e-14
-3.11664e-14 , 4.71194e-14
-1.93339e-13 , 3.67336e-15
-9.52289e-15 , 5.99748e-14
-2.18949e-13 , 1.47208e-13
-5.07887e-14 , 7.38946e-14
-2.29589e-14 , -2.61344e-15
-1.10544e-13 , 1.11377e-13
-3.72522e-14 , 6.3858e-14
-4.5847e-14 , 2.01307e-14
-7.61712e-14 , 1.85969e-13
